"","playerID","yearID","teamID","lgID","G","G_batting","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","G_old","awardID","tie","notes","BA","OBP","1B","SLP","pitcher","var_name","G2"
"1129","schmimi01","1982","PHI","NL",148,148,514,108,144,26,3,35,87,14,7,107,131,17,3,0,7,11,148,"TSN All-Star",FALSE,"3B",0.280155642023346,0.973180076628352,80,0.546692607003891,FALSE,0.546692607003891,230193853492166656
"1130","schmimi01","1983","PHI","NL",154,154,534,104,136,16,4,40,109,7,8,128,148,17,3,0,4,10,154,"Best Fielder At Postion",FALSE,"3B",0.254681647940075,0.985239852398524,76,0.524344569288389,FALSE,0.524344569288389,316348490636206336
"1131","schmimi01","1983","PHI","NL",154,154,534,104,136,16,4,40,109,7,8,128,148,17,3,0,4,10,154,"Best Offensive Player At Position",FALSE,"3B",0.254681647940075,0.985239852398524,76,0.524344569288389,FALSE,0.524344569288389,316348490636206336
"1132","schmimi01","1983","PHI","NL",154,154,534,104,136,16,4,40,109,7,8,128,148,17,3,0,4,10,154,"TSN All-Star",FALSE,"3B",0.254681647940075,0.985239852398524,76,0.524344569288389,FALSE,0.524344569288389,316348490636206336
"1133","schmimi01","1984","PHI","NL",151,151,528,93,146,23,3,36,106,5,7,92,116,14,4,0,8,15,151,"Best Fielder At Postion",FALSE,"3B",0.276515151515151,0.968,84,0.535984848484849,FALSE,0.535984848484849,270281038127131200
"1134","schmimi01","1984","PHI","NL",151,151,528,93,146,23,3,36,106,5,7,92,116,14,4,0,8,15,151,"Best Offensive Player At Position",FALSE,"3B",0.276515151515151,0.968,84,0.535984848484849,FALSE,0.535984848484849,270281038127131200
"1135","schmimi01","1984","PHI","NL",151,151,528,93,146,23,3,36,106,5,7,92,116,14,4,0,8,15,151,"TSN All-Star",FALSE,"3B",0.276515151515151,0.968,84,0.535984848484849,FALSE,0.535984848484849,270281038127131200
"1136","sciosmi01","1990","LAN","NL",135,135,435,46,115,25,0,12,66,4,1,55,31,14,3,1,4,11,135,"TSN All-Star",FALSE,"C",0.264367816091954,0.977401129943503,78,0.404597701149425,FALSE,0.404597701149425,110324037687890624
"1137","scottge02","1967","BOS","AL",159,159,565,74,171,21,7,19,82,10,8,63,119,10,4,3,6,13,159,"Best Fielder At Postion",FALSE,"1B",0.302654867256637,0.975409836065574,124,0.465486725663717,FALSE,0.465486725663717,408485828788939520
"1138","scottge02","1971","BOS","AL",146,146,537,72,141,16,4,24,78,0,3,41,102,5,5,0,7,23,146,"Best Fielder At Postion",FALSE,"1B",0.262569832402235,0.963917525773196,97,0.441340782122905,FALSE,0.441340782122905,206453783524884736
"1139","scottge02","1972","ML4","AL",152,152,578,71,154,24,4,20,88,16,4,43,130,4,4,2,2,19,152,"Best Fielder At Postion",FALSE,"1B",0.26643598615917,0.990147783251232,106,0.42560553633218,FALSE,0.42560553633218,284936905588473856
"1140","scottge02","1973","ML4","AL",158,158,604,98,185,30,4,24,107,9,5,61,94,6,2,2,4,19,158,"Best Fielder At Postion",FALSE,"1B",0.306291390728477,0.984126984126984,127,0.48841059602649,FALSE,0.48841059602649,388379855336079616
"1141","scottge02","1974","ML4","AL",158,158,604,74,170,36,2,17,82,9,9,59,90,5,3,0,6,25,158,"Best Fielder At Postion",FALSE,"1B",0.281456953642384,0.974789915966387,115,0.432119205298013,FALSE,0.432119205298013,388379855336079616
"1142","scottge02","1975","ML4","AL",158,158,617,86,176,26,4,36,109,6,5,51,97,7,3,1,3,26,158,"Best Fielder At Postion",FALSE,"1B",0.285251215559157,0.987124463519313,110,0.515397082658023,FALSE,0.515397082658023,388379855336079616
"1143","scottge02","1976","ML4","AL",156,156,606,73,166,21,5,18,77,0,1,53,118,6,5,0,7,19,156,"Best Fielder At Postion",FALSE,"1B",0.273927392739274,0.96969696969697,122,0.414191419141914,FALSE,0.414191419141914,350749278894882816
"1144","sheffga01","1992","SDN","NL",146,146,557,87,184,34,3,33,100,5,6,48,40,5,6,0,7,19,146,"Best Offensive Player At Position",FALSE,"3B",0.330341113105925,0.971428571428571,114,0.579892280071813,FALSE,0.579892280071813,206453783524884736
"1145","sheffga01","1992","SDN","NL",146,146,557,87,184,34,3,33,100,5,6,48,40,5,6,0,7,19,146,"TSN All-Star",FALSE,"3B",0.330341113105925,0.971428571428571,114,0.579892280071813,FALSE,0.579892280071813,206453783524884736
